   time cam class                                      conf  margin
   90.0   0 hunts_sauce                               0.975   0.952
   90.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.949
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.743   0.300
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.509   0.442
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.484   0.309
   90.0   3 dove_white                                0.905   0.870
   90.0   3 dove_white                                0.840   0.806
   90.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.583   0.401
   91.0   0 hunts_sauce                               0.976   0.955
   91.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.947
   91.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.837   0.535
   91.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.532   0.465
   91.0   3 dove_white                                0.928   0.901
   91.0   3 dove_white                                0.614   0.600
   91.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.550   0.383
   92.0   0 hunts_sauce                               0.977   0.956
   92.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.950
   92.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.837   0.534
   92.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.486   0.417
   92.0   3 dove_white                                0.904   0.877
   92.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.543   0.348
   93.0   0 hunts_sauce                               0.976   0.954
   93.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.952
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.764   0.480
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.479   0.419
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.396   0.323
   93.0   3 dove_white                                0.871   0.845
   93.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.532   0.317
   94.0   0 hunts_sauce                               0.977   0.956
   94.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.947
   94.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.817   0.481
   94.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.527   0.453
   94.0   3 dove_white                                0.938   0.918
   94.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.546   0.369
   94.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.264
   95.0   0 hunts_sauce                               0.976   0.957
   95.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.959
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.814   0.513
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.518   0.444
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.414   0.058
   95.0   3 dove_white                                0.936   0.917
   95.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.522   0.365
   96.0   0 hunts_sauce                               0.976   0.952
   96.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.956
   96.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.838   0.470
   96.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.510   0.444
   96.0   3 dove_white                                0.934   0.906
   96.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.426   0.275
   97.0   0 hunts_sauce                               0.978   0.956
   97.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.956
   97.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.864   0.540
   97.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.535   0.476
   97.0   3 dove_white                                0.940   0.921
   97.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.466   0.267
   98.0   0 hunts_sauce                               0.976   0.953
   98.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.953
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.816   0.491
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.531   0.470
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.359   0.230
   98.0   3 dove_white                                0.938   0.920
   98.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.515   0.271
   99.0   0 hunts_sauce                               0.976   0.955
   99.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.957
   99.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.753   0.353
   99.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.614   0.563
   99.0   3 dove_white                                0.937   0.919
   99.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.507   0.321
  100.0   0 hunts_sauce                               0.978   0.963
  100.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.955
  100.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.792   0.509
  100.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.601   0.547
  100.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.452   0.277
  100.0   3 dove_white                                0.938   0.920
  100.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.420   0.264
  101.0   0 hunts_sauce                               0.978   0.961
  101.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.953
  101.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.691   0.347
  101.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.656   0.600
  101.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.529   0.389
  101.0   3 dove_white                                0.954   0.930
  101.0   3 dove_white                                0.928   0.904
  101.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.397   0.187
  102.0   0 hunts_sauce                               0.975   0.953
  102.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.948
  102.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.693   0.646
  102.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.544   0.339
  102.0   3 dove_white                                0.958   0.936
  102.0   3 dove_white                                0.939   0.916
  102.0   3 dove_white                                0.474   0.465
  102.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.415   0.235
  102.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.386   0.262
  103.0   0 hunts_sauce                               0.977   0.961
  103.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.957
  103.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.713   0.365
  103.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.636   0.571
  103.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.509   0.347
  103.0   3 dove_white                                0.944   0.930
  103.0   3 dove_white                                0.895   0.876
  103.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.376   0.230
  104.0   0 hunts_sauce                               0.976   0.959
  104.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.954
  104.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.777   0.305
  104.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.640   0.584
  104.0   3 dove_white                                0.929   0.905
  104.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.405   0.258
  105.0   0 hunts_sauce                               0.979   0.962
  105.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.954
  105.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.704   0.382
  105.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.664   0.599
  105.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.368   0.205
  106.0   0 hunts_sauce                               0.979   0.964
  106.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.955
  106.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.646   0.466
  106.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.623   0.552
  106.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.358   0.173
  106.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.384   0.252
  107.0   0 hunts_sauce                               0.979   0.960
  107.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.950
  107.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.711   0.653
  107.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.700   0.473
  107.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.409   0.210
  108.0   0 hunts_sauce                               0.980   0.964
  108.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.959
  108.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.698   0.634
  108.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.566   0.338
  108.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.447   0.217
  109.0   0 hunts_sauce                               0.981   0.968
  109.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.959
  109.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.719   0.660
  109.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.524   0.286
  109.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.488   0.377
  110.0   0 hunts_sauce                               0.981   0.966
  110.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.957
  110.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.775   0.712
  110.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.426   0.234
  111.0   0 hunts_sauce                               0.982   0.969
  111.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.968   0.939
  111.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.697   0.625
  111.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.360   0.091
  112.0   0 hunts_sauce                               0.980   0.967
  112.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.968   0.936
  112.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.705   0.645
  112.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.462   0.304
  113.0   0 hunts_sauce                               0.980   0.970
  113.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.964   0.934
  113.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.722   0.662
  114.0   0 hunts_sauce                               0.978   0.966
  114.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.964   0.938
  114.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.815   0.737
  115.0   0 hunts_sauce                               0.978   0.965
  115.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.958   0.930
  115.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.375   0.340
  115.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.700   0.651
  115.0   3 hunts_sauce                               0.744   0.697
  115.0   3 hunts_sauce                               0.651   0.525
  115.0   3 hunts_sauce                               0.638   0.596
  115.0   3 hunts_sauce                               0.616   0.575
  115.0   3 hunts_sauce                               0.554   0.504
  115.0   3 hunts_sauce                               0.389   0.355
  115.0   3 hunts_sauce                               0.388   0.352
  115.0   3 hunts_sauce                               0.386   0.311
  115.0   3 hunts_sauce                               0.378   0.335
  115.0   3 hunts_sauce                               0.352   0.307
  116.0   0 hunts_sauce                               0.977   0.963
  116.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.957   0.924
  116.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.472   0.415
  116.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.702   0.651
  116.0   3 hunts_sauce                               0.745   0.620
  116.0   3 hunts_sauce                               0.709   0.668
  116.0   3 hunts_sauce                               0.653   0.622
  116.0   3 hunts_sauce                               0.593   0.548
  116.0   3 hunts_sauce                               0.561   0.477
  116.0   3 hunts_sauce                               0.526   0.452
  116.0   3 hunts_sauce                               0.387   0.346
  117.0   0 hunts_sauce                               0.978   0.966
  117.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.958   0.920
  117.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.364   0.306
  117.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.708   0.647
  117.0   3 hunts_sauce                               0.810   0.754
  117.0   3 hunts_sauce                               0.755   0.661
  117.0   3 hunts_sauce                               0.508   0.479
  117.0   3 hunts_sauce                               0.366   0.340
  118.0   0 hunts_sauce                               0.717   0.641
  118.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.687   0.656
  118.0   0 hunts_sauce                               0.669   0.637
  118.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.542   0.524
  118.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.525   0.462
  118.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.442   0.387
  118.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.428   0.375
  118.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.404   0.350
  118.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.552   0.480
  118.0   3 hunts_sauce                               0.778   0.743
  118.0   4 hunts_sauce                               0.916   0.902
  119.0   0 hunts_sauce                               0.770   0.690
  119.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.567   0.548
  119.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.556   0.533
  119.0   0 hunts_sauce                               0.513   0.488
  119.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.462   0.422
  119.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.423   0.336
  119.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.567   0.501
  120.0   0 hunts_sauce                               0.894   0.856
  120.0   0 hunts_sauce                               0.723   0.706
  120.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.625   0.593
  120.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.574   0.539
  120.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.557   0.532
  120.0   0 hunts_sauce                               0.542   0.509
  120.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.489   0.472
  120.0   0 hunts_sauce                               0.419   0.364
  120.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.470   0.385
  120.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.454   0.396
  120.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.350
  121.0   0 hunts_sauce                               0.900   0.846
  121.0   0 hunts_sauce                               0.698   0.675
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.673   0.646
  121.0   0 hunts_sauce                               0.513   0.469
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.412   0.394
  121.0   0 hunts_sauce                               0.409   0.332
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.386   0.374
  121.0   0 hunts_sauce                               0.364   0.305
  121.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.602   0.544
  121.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.500   0.435
  122.0   0 hunts_sauce                               0.917   0.882
  122.0   0 hunts_sauce                               0.786   0.768
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.682   0.648
  122.0   0 hunts_sauce                               0.662   0.618
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.626   0.602
  122.0   0 hunts_sauce                               0.462   0.397
  122.0   0 hunts_sauce                               0.443   0.387
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.385   0.363
  122.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.562   0.499
  122.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.352   0.315
  122.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.415   0.354
  123.0   0 hunts_sauce                               0.929   0.899
  123.0   0 hunts_sauce                               0.844   0.827
  123.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.725   0.684
  123.0   0 hunts_sauce                               0.695   0.638
  123.0   0 hunts_sauce                               0.444   0.353
  123.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.426   0.374
  123.0   0 hunts_sauce                               0.360   0.293
  123.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.610   0.546
  123.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.473   0.396
  124.0   0 hunts_sauce                               0.931   0.895
  124.0   0 hunts_sauce                               0.844   0.824
  124.0   0 hunts_sauce                               0.709   0.678
  124.0   0 hunts_sauce                               0.611   0.547
  124.0   0 hunts_sauce                               0.565   0.492
  125.0   0 hunts_sauce                               0.952   0.917
  125.0   0 hunts_sauce                               0.895   0.875
  125.0   0 hunts_sauce                               0.822   0.793
  125.0   0 hunts_sauce                               0.657   0.567
  125.0   0 hunts_sauce                               0.425   0.336
  126.0   0 hunts_sauce                               0.945   0.914
  126.0   0 hunts_sauce                               0.894   0.878
  126.0   0 hunts_sauce                               0.861   0.837
  126.0   0 hunts_sauce                               0.673   0.608
  126.0   0 hunts_sauce                               0.658   0.587
  127.0   0 hunts_sauce                               0.950   0.917
  127.0   0 hunts_sauce                               0.941   0.924
  127.0   0 hunts_sauce                               0.815   0.784
  127.0   0 hunts_sauce                               0.683   0.596
  127.0   0 hunts_sauce                               0.630   0.566
  127.0   0 hunts_sauce                               0.423   0.372
  128.0   0 hunts_sauce                               0.946   0.917
  128.0   0 hunts_sauce                               0.933   0.919
  128.0   0 hunts_sauce                               0.836   0.800
  128.0   0 hunts_sauce                               0.665   0.573
  128.0   0 hunts_sauce                               0.612   0.555
  128.0   0 hunts_sauce                               0.401   0.359
  129.0   0 hunts_sauce                               0.951   0.922
  129.0   0 hunts_sauce                               0.933   0.915
  129.0   0 hunts_sauce                               0.830   0.787
  129.0   0 hunts_sauce                               0.658   0.586
  129.0   0 hunts_sauce                               0.542   0.489
  129.0   0 hunts_sauce                               0.427   0.330
  130.0   0 hunts_sauce                               0.951   0.932
  130.0   0 hunts_sauce                               0.921   0.906
  130.0   0 hunts_sauce                               0.864   0.842
  130.0   0 hunts_sauce                               0.828   0.794
  130.0   0 hunts_sauce                               0.751   0.704
  130.0   0 hunts_sauce                               0.563   0.471
