   time cam class                                      conf  margin
   68.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.726   0.677
   68.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.463   0.237
   68.0   3 dove_white                                0.968   0.930
   68.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.968   0.902
   68.0   3 dove_white                                0.904   0.882
   68.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.476   0.181
   68.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.849   0.718
   69.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.980   0.951
   69.0   0 hunts_sauce                               0.980   0.966
   69.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.956
   69.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.771   0.743
   69.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.489   0.315
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.759   0.702
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.215
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.375   0.306
   69.0   3 dove_white                                0.967   0.928
   69.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.965   0.901
   69.0   3 dove_white                                0.927   0.902
   69.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.482   0.198
   69.0   3 dove_white                                0.439   0.418
   69.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.805   0.667
   70.0   0 hunts_sauce                               0.983   0.969
   70.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.979   0.951
   70.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.953
   70.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.753   0.724
   70.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.753   0.693
   70.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.463   0.249
   70.0   3 dove_white                                0.972   0.925
   70.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.966   0.909
   70.0   3 dove_white                                0.924   0.902
   70.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.388   0.089
   70.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.825   0.672
   71.0   0 hunts_sauce                               0.980   0.965
   71.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.980   0.955
   71.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.961
   71.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.711   0.686
   71.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.710   0.644
   71.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.624   0.305
   71.0   3 dove_white                                0.967   0.929
   71.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.966   0.897
   71.0   3 dove_white                                0.929   0.909
   71.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.439   0.172
   71.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.857   0.721
   72.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.980   0.955
   72.0   0 hunts_sauce                               0.979   0.964
   72.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.951
   72.0   0 nature_valley_crunchy_oats_n_honey        0.546   0.446
   72.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.544   0.504
   72.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.674   0.599
   72.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.497   0.279
   72.0   3 dove_white                                0.970   0.929
   72.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.968   0.910
   72.0   3 dove_white                                0.933   0.910
   72.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.378   0.015
   72.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.363   0.015
   72.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.794   0.606
   73.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.981   0.961
   73.0   0 hunts_sauce                               0.979   0.963
   73.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.958
   73.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.708   0.685
   73.0   1 nature_valley_crunchy_oats_n_honey        0.914   0.888
   73.0   2 nature_valley_crunchy_oats_n_honey        0.909   0.846
   73.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.706   0.637
   73.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.515   0.245
   73.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.972   0.916
   73.0   3 dove_white                                0.961   0.933
   73.0   3 dove_white                                0.919   0.901
   73.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.382   0.124
   73.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.843   0.676
   74.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.982   0.960
   74.0   0 hunts_sauce                               0.978   0.963
   74.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.957
   74.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.578   0.542
   74.0   1 nature_valley_crunchy_oats_n_honey        0.891   0.853
   74.0   2 nature_valley_crunchy_oats_n_honey        0.910   0.850
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.699   0.627
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.648   0.365
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.399   0.163
   74.0   2 nature_valley_crunchy_oats_n_honey        0.375   0.182
   74.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.968   0.914
   74.0   3 dove_white                                0.963   0.938
   74.0   3 dove_white                                0.931   0.912
   74.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.386   0.048
   74.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.853   0.687
   75.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.981   0.958
   75.0   0 hunts_sauce                               0.979   0.964
   75.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.950
   75.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.641   0.609
   75.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.422   0.295
   75.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.867
   75.0   2 nature_valley_crunchy_oats_n_honey        0.907   0.833
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.688   0.626
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.432   0.260
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.408   0.181
   75.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.971   0.894
   75.0   3 dove_white                                0.968   0.935
   75.0   3 dove_white                                0.913   0.895
   75.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.371   0.101
   75.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.848   0.709
   76.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.961
   76.0   0 hunts_sauce                               0.978   0.962
   76.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.950
   76.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.673   0.640
   76.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.436   0.374
   76.0   1 nature_valley_crunchy_oats_n_honey        0.917   0.887
   76.0   2 nature_valley_crunchy_oats_n_honey        0.872   0.812
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.681   0.622
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.644   0.454
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.526   0.252
   76.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.970   0.897
   76.0   3 dove_white                                0.960   0.927
   76.0   3 dove_white                                0.920   0.898
   76.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.174
   76.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.830   0.700
   77.0   0 hunts_sauce                               0.978   0.963
   77.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.960
   77.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.952
   77.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.506   0.473
   77.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.405   0.301
   77.0   1 nature_valley_crunchy_oats_n_honey        0.905   0.875
   77.0   2 nature_valley_crunchy_oats_n_honey        0.815   0.728
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.633   0.577
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.583   0.467
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.553   0.330
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.442   0.309
   77.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.966   0.867
   77.0   3 dove_white                                0.950   0.932
   77.0   3 dove_white                                0.531   0.507
   77.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.414   0.209
   77.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.920   0.779
   78.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.984   0.966
   78.0   0 hunts_sauce                               0.977   0.961
   78.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.953
   78.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.585   0.552
   78.0   1 nature_valley_crunchy_oats_n_honey        0.918   0.881
   78.0   2 nature_valley_crunchy_oats_n_honey        0.792   0.710
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.605   0.238
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.556   0.487
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.452   0.280
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.357   0.299
   78.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.969   0.886
   78.0   3 dove_white                                0.944   0.919
   78.0   3 dove_white                                0.928   0.908
   78.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.136
   78.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.874   0.774
   79.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.984   0.966
   79.0   0 hunts_sauce                               0.979   0.962
   79.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   79.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.480   0.442
   79.0   1 nature_valley_crunchy_oats_n_honey        0.912   0.873
   79.0   2 nature_valley_crunchy_oats_n_honey        0.809   0.732
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.773   0.395
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.570   0.504
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.436   0.367
   79.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.968   0.860
   79.0   3 dove_white                                0.948   0.922
   79.0   3 dove_white                                0.907   0.890
   79.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.460   0.186
   79.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.899   0.807
   80.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.985   0.964
   80.0   0 hunts_sauce                               0.977   0.959
   80.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.945
   80.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.488   0.439
   80.0   1 nature_valley_crunchy_oats_n_honey        0.929   0.895
   80.0   2 nature_valley_crunchy_oats_n_honey        0.773   0.685
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.667   0.430
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.578   0.512
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.469   0.240
   80.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.967   0.873
   80.0   3 dove_white                                0.958   0.930
   80.0   3 dove_white                                0.933   0.910
   80.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.474   0.195
   80.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.894   0.778
   81.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.984   0.964
   81.0   0 hunts_sauce                               0.977   0.959
   81.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.951
   81.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.578   0.548
   81.0   1 nature_valley_crunchy_oats_n_honey        0.915   0.875
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.834   0.564
   81.0   2 nature_valley_crunchy_oats_n_honey        0.803   0.736
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.598   0.534
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.519   0.261
   81.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.959   0.801
   81.0   3 dove_white                                0.946   0.922
   81.0   3 dove_white                                0.911   0.892
   81.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.525   0.161
   81.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.364   0.161
   81.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.902   0.800
   82.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.965
   82.0   0 hunts_sauce                               0.977   0.961
   82.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.952
   82.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.486   0.450
   82.0   1 nature_valley_crunchy_oats_n_honey        0.912   0.881
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.860   0.567
   82.0   2 nature_valley_crunchy_oats_n_honey        0.771   0.687
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.619   0.562
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.556   0.265
   82.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.958   0.782
   82.0   3 dove_white                                0.943   0.918
   82.0   3 dove_white                                0.929   0.908
   82.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.539   0.297
   82.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.900   0.801
   83.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.985   0.966
   83.0   0 hunts_sauce                               0.978   0.959
   83.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.952
   83.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.544   0.520
   83.0   1 nature_valley_crunchy_oats_n_honey        0.924   0.889
   83.0   2 nature_valley_crunchy_oats_n_honey        0.782   0.701
   83.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.741   0.337
   83.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.594   0.531
   83.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.962   0.834
   83.0   3 dove_white                                0.947   0.931
   83.0   3 dove_white                                0.941   0.913
   83.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.479   0.282
   83.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.921   0.807
   84.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.964
   84.0   0 hunts_sauce                               0.978   0.959
   84.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   84.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.542   0.511
   84.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.878
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.847   0.567
   84.0   2 nature_valley_crunchy_oats_n_honey        0.771   0.671
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.546   0.290
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.517   0.451
   84.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.961   0.807
   84.0   3 dove_white                                0.953   0.935
   84.0   3 dove_white                                0.942   0.906
   84.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.563   0.203
   84.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.360   0.203
   84.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.893   0.764
   85.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.982   0.966
   85.0   0 hunts_sauce                               0.978   0.957
   85.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.951
   85.0   1 nature_valley_crunchy_oats_n_honey        0.903   0.866
   85.0   2 nature_valley_crunchy_oats_n_honey        0.836   0.737
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.610   0.338
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.588   0.531
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.452   0.367
   85.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.951   0.788
   85.0   3 dove_white                                0.896   0.870
   85.0   3 dove_white                                0.896   0.862
   85.0   3 dove_white                                0.670   0.651
   85.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.508   0.252
   85.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.390   0.249
   85.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.844   0.717
   86.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.962
   86.0   0 hunts_sauce                               0.978   0.958
   86.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.956
   86.0   1 nature_valley_crunchy_oats_n_honey        0.921   0.895
   86.0   2 nature_valley_crunchy_oats_n_honey        0.729   0.666
   86.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.679   0.366
   86.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.493   0.432
   86.0   3 dove_white                                0.937   0.915
   86.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.934   0.721
   86.0   3 dove_white                                0.844   0.826
   86.0   3 dove_white                                0.785   0.769
   86.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.608   0.362
   86.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.359   0.240
   86.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.851   0.697
   87.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.963
   87.0   0 hunts_sauce                               0.977   0.958
   87.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.948
   87.0   1 nature_valley_crunchy_oats_n_honey        0.914   0.881
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.819   0.444
   87.0   2 nature_valley_crunchy_oats_n_honey        0.686   0.611
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.515   0.453
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.395   0.339
   87.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.937   0.714
   87.0   3 dove_white                                0.908   0.875
   87.0   3 dove_white                                0.904   0.872
   87.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.567   0.364
   87.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.902   0.777
   88.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.970
   88.0   0 hunts_sauce                               0.975   0.950
   88.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.952
   88.0   1 nature_valley_crunchy_oats_n_honey        0.917   0.887
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.868   0.555
   88.0   2 nature_valley_crunchy_oats_n_honey        0.687   0.627
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.559   0.394
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.513   0.445
   88.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.943   0.761
   88.0   3 dove_white                                0.941   0.918
   88.0   3 dove_white                                0.940   0.911
   88.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.540   0.362
   88.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.904   0.781
   89.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.962
   89.0   0 hunts_sauce                               0.976   0.957
   89.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.951
   89.0   1 nature_valley_crunchy_oats_n_honey        0.887   0.858
   89.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.815   0.477
   89.0   2 nature_valley_crunchy_oats_n_honey        0.627   0.572
   89.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.510   0.444
   89.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.926   0.635
   89.0   3 dove_white                                0.898   0.871
   89.0   3 dove_white                                0.855   0.821
   89.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.593   0.375
   89.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.891   0.741
   90.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.984   0.969
   90.0   0 hunts_sauce                               0.975   0.952
   90.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.949
   90.0   1 nature_valley_crunchy_oats_n_honey        0.885   0.856
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.743   0.300
   90.0   2 nature_valley_crunchy_oats_n_honey        0.672   0.608
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.509   0.442
   90.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.484   0.309
   90.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.921   0.648
   90.0   3 dove_white                                0.905   0.870
   90.0   3 dove_white                                0.840   0.806
   90.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.583   0.401
   90.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.869   0.731
   91.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.981   0.966
   91.0   0 hunts_sauce                               0.976   0.955
   91.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.947
   91.0   1 nature_valley_crunchy_oats_n_honey        0.883   0.857
   91.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.837   0.535
   91.0   2 nature_valley_crunchy_oats_n_honey        0.622   0.558
   91.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.532   0.465
   91.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.930   0.693
   91.0   3 dove_white                                0.928   0.901
   91.0   3 dove_white                                0.614   0.600
   91.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.550   0.383
   91.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.894   0.732
   92.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.982   0.966
   92.0   0 hunts_sauce                               0.977   0.956
   92.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.950
   92.0   1 nature_valley_crunchy_oats_n_honey        0.885   0.860
   92.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.837   0.534
   92.0   2 nature_valley_crunchy_oats_n_honey        0.640   0.575
   92.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.486   0.417
   92.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.943   0.728
   92.0   3 dove_white                                0.904   0.877
   92.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.543   0.348
   92.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.913   0.757
   93.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.966
   93.0   0 hunts_sauce                               0.976   0.954
   93.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.952
   93.0   1 nature_valley_crunchy_oats_n_honey        0.875   0.849
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.764   0.480
   93.0   2 nature_valley_crunchy_oats_n_honey        0.674   0.614
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.479   0.419
   93.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.396   0.323
   93.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.945   0.767
   93.0   3 dove_white                                0.871   0.845
   93.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.532   0.317
   93.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.875   0.697
   94.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.980   0.965
   94.0   0 hunts_sauce                               0.977   0.956
   94.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.947
   94.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.880
   94.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.817   0.481
   94.0   2 nature_valley_crunchy_oats_n_honey        0.690   0.622
   94.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.527   0.453
   94.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.946   0.757
   94.0   3 dove_white                                0.938   0.918
   94.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.546   0.369
   94.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.264
   94.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.880   0.748
   95.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.979   0.964
   95.0   0 hunts_sauce                               0.976   0.957
   95.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.959
   95.0   1 nature_valley_crunchy_oats_n_honey        0.910   0.884
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.814   0.513
   95.0   2 nature_valley_crunchy_oats_n_honey        0.723   0.651
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.518   0.444
   95.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.414   0.058
   95.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.938   0.720
   95.0   3 dove_white                                0.936   0.917
   95.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.522   0.365
   95.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.921   0.798
   96.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.983   0.967
   96.0   0 hunts_sauce                               0.976   0.952
   96.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.956
   96.0   1 nature_valley_crunchy_oats_n_honey        0.919   0.887
   96.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.838   0.470
   96.0   2 nature_valley_crunchy_oats_n_honey        0.752   0.687
   96.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.510   0.444
   96.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.958   0.834
   96.0   3 dove_white                                0.934   0.906
   96.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.426   0.275
   96.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.857   0.724
   97.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.981   0.968
   97.0   0 hunts_sauce                               0.978   0.956
   97.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.956
   97.0   1 nature_valley_crunchy_oats_n_honey        0.910   0.873
   97.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.864   0.540
   97.0   2 nature_valley_crunchy_oats_n_honey        0.774   0.704
   97.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.535   0.476
   97.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.956   0.827
   97.0   3 dove_white                                0.940   0.921
   97.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.466   0.267
   97.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.888   0.752
   98.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.981   0.966
   98.0   0 hunts_sauce                               0.976   0.953
   98.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.953
   98.0   1 nature_valley_crunchy_oats_n_honey        0.891   0.857
   98.0   2 nature_valley_crunchy_oats_n_honey        0.868   0.808
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.816   0.491
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.531   0.470
   98.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.359   0.230
